PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment,Data Validity Comment
1232,242085578,44525603,C1CC1CN2CC3=CC=CC=C3OC4(C2)CCN(CC4)CC5=CNC6=C5C=CN=C6,Unspecified,,,,,Inhibition,=,14.8,%,Average; N=2,
1233,242086341,44527543,C1CN(CCN1C2=CC=NC=C2)C3=C(C=C(C=N3)C(=O)NC4=CC(=CC=C4)Cl)Cl,Unspecified,,,,,Inhibition,=,19.29,%,Average; N=2,
1234,242086488,44522314,CC1=C2C(=CC=C1)C(=C(N2)C3CCCN(C3)C(=O)C4=C(ON=C4C)C)C5=CC=NC=C5,Unspecified,,,,,Inhibition,=,19.72,%,Average; N=2,
1235,242087388,44525900,C1CN(CC1NC(=O)C2=CC(=CC=C2)C(F)(F)F)C3=CC=NC4=CC=CC=C43,Unspecified,,,,,Inhibition,=,10.7,%,Average; N=2,
1236,242087751,44527186,CN(C)CCNC(=O)N1CCCN(CC1)C2=NC=NC3=C2SC(=C3)C4=CC=CC=C4,Unspecified,,,,,Inhibition,=,13.78,%,Average; N=2,
1237,242088186,44523667,CN1CCC(CC1)NCC2=CC(=CC=C2)C3=CC=C(C=C3)S(=O)(=O)NCC4=CC=CC=C4,Unspecified,,,,,Inhibition,=,14.84,%,Average; N=2,
1238,242088652,44528288,CC1=CC(=CC=C1)C(=O)NC2=CC(=NC=C2)N(C)C3CCN(CC3)CC(C)C,Unspecified,,,,,Inhibition,=,17.27,%,Average; N=2,
1239,242089281,44525694,C1=CC(=CC2=C1C=CN=C2N)C3=CN4C=CN=C4C=C3,Unspecified,,,,,Inhibition,=,24.43,%,Average; N=2,
1240,242089514,44527525,C1CC1NC(=O)C2=CN=C(C=C2)N3CCC(CC3)CC4=CC=CC=C4,Unspecified,,,,,Inhibition,=,20.17,%,Average; N=2,
1241,242089967,44525683,CC1=C(N=C(N1)C2=CC(=CC=C2)NCC3=CC=CC=C3)C,Unspecified,,,,,Inhibition,=,19.75,%,Average; N=2,
1242,242090044,44530521,CC(C)(C)CN1C(=O)C(N=C1N)(C2=CC=CC=C2)C3=CC=CC=C3,Unspecified,,,,,Inhibition,=,17.09,%,Average; N=2,
1243,242090107,44526846,COC1=C(C=C(C=C1)C2=CN=C3N2N=C(C=C3)N4CCCC4)OC,Unspecified,,,,,Inhibition,=,12.67,%,Average; N=2,
1244,242097179,69462,C1=CC2=C(C=C1O)OC3=CC(=O)C=CC3=N2,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 25.0 Pct,
1245,242108708,44627754,COC1=C(C=CC(=C1)C2=NCCN2)C3=CN(N=N3)C4=CC=CC(=C4)C5=NCCN5,Unspecified,,,,,Inhibition,=,19.96,%,Average; N=2,
1246,242109057,2983305,C1CNC2(C3=C(C=CC(=C3)Br)NC2=O)C4=C1C5=CC=CC=C5N4,Unspecified,,,,,Inhibition,=,8.87,%,Average; N=2,
1247,242109124,2948477,CCN(CC)CCN1C2=CC=CC=C2N(C1=N)CC(COC3=C(C=C(C=C3)Cl)Cl)O,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 12.8 Pct,
1248,242113596,10004539,C1=CC=C(C=C1)OC2=CC=CC(=C2)CCCC(P(=O)(O)O)S(=O)(=O)O,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 8.5 Pct,
1249,242114592,44185380,C1=CC=C(C=C1)OC2=CC=CC(=C2)CCNC(=O)CP(=O)(O)O,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 7.0 Pct,
1250,242114841,54585,C1=CC(=CC=C1C(=O)NCCC(=O)O)N=NC2=CC(=C(C=C2)O)C(=O)O,Unspecified,,,,,Inhibition,=,1.56,%,Average; N=2,
1251,242116882,268715,C1CN1CCOC2=NC3=CC=CC=C3C=C2,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 27.4 Pct,
1252,242118052,663948,CCOC(=O)C1=C(N=C(C(=C1)C#N)N)C,Unspecified,,,,,Inhibition,=,8.2,%,Average; N=2,
1253,242118193,9119536,C1=CC=C(C(=C1)CNC(=O)C2=NC3=CC=CC=C3N=C2)Cl,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 12.1 Pct,
1254,242120801,3289174,CCN1CCCC(C1)SC2=NC3=C(N2)C(=S)N(C(=O)N3C)C,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 26.5 Pct,
1255,242123313,1447956,CC1=C(C2=NC3=C(CCCC3)C(=O)N2N1)C4=CC=C(C=C4)F,Unspecified,,,,,Inhibition,=,17.1,%,Average; N=2,
1256,242124938,893627,CCCN1N=C(N=N1)NC(=O)COC2=CC=C(C=C2)C3CCCCC3,Unspecified,,,,,Inhibition,=,2.73,%,Average; N=2,
1257,242129245,5281032,CN1CCN(CC1)CCCN2C3=C(SC4=CC=CC=C24)C=CC(=C3)Cl.C(=C\C(=O)O)\C(=O)O.C(=C\C(=O)O)\C(=O)O,Unspecified,,,,,Inhibition,=,13.38,%,Average; N=2,
1258,242137992,64713,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl.Cl.Cl,Unspecified,,,,,Inhibition,=,9.26,%,Average; N=2,
1259,242138236,658865,CC1(CC2=C(CO1)C(=NC3=C2C(=NS3)Br)N4CCOCC4)C,Unspecified,,,,,Inhibition,=,19.87,%,Average; N=2,
1260,242138789,23581824,CC(=C)CN1CC[C@]23[C@@H]4C5=C(C[C@]2(C1CC6=C3C(=C(C=C6)O)O4)O)C7=CC=CC=C7N5.O.Cl,Unspecified,,,,,Inhibition,=,1.35,%,Average; N=2,
1261,242139182,5388977,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C.C(=C\C(=O)O)\C(=O)O,Unspecified,,,,,Inhibition,=,4.02,%,Average; N=2,
1262,242139930,11718531,CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1.C(=C\C(=O)O)\C(=O)O,Unspecified,,,,,Inhibition,=,4.8,%,Average; N=2,
1263,242145820,272568,C1CN(CCN1CC2=CC(=C3C=CC=NC3=C2O)Br)C4=CC=CC=C4,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 12.4 Pct,
1264,242146433,6603219,C1CC[C@H]([C@@H](C1)N2CCC(CC2)C3=CC=CC=C3)O.Cl,Unspecified,,,,,Inhibition,=,14.8,%,Average; N=2,
1265,242147773,23581797,C1[C@H](O[C@H]([C@H]1O)N2C=NC3=C(N=CN=C32)N)CO.O,Unspecified,,,,,Inhibition,=,7.37,%,Average; N=2,
1266,242149887,331161,CC1=C(C=C2C(=C1NC(=O)C3=CC=CC=C3Cl)C(CC2(C)C)(C)C)N4CCCC4,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 11.8 Pct,
1267,242151269,4754542,CC1=CC=CC=C1CN2C3=CC=CC=C3N(C2=O)C(=C)C,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 11.6 Pct,
1268,242155302,18074104,CC(COC)NC(=O)CSC1=NC=NC2=C1C=C(S2)C3=CC=CC=C3,Unspecified,,,,,Inhibition,=,19.45,%,Average; N=2,
1269,242159351,19846442,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC.O.Cl,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 2.4 Pct,
1270,242159363,4252281,C1=CC=C2C(=C1)N=C(S2)C(=O)NC3=NN=C(O3)C4=CC=C(C=C4)Cl,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 20.9 Pct,
1271,242161412,5297706,C1CN(CC2=C(C3=CC=CC=C3N=C21)N)CC4=CC=CC=C4,Unspecified,,,,,Inhibition,=,9.97,%,Average; N=2,
1272,242162113,647460,CN1C2=C(C=C(C=C2)OC)C=C1C(=O)O,Unspecified,,,,,Inhibition,=,20.8,%,Average; N=2,
1273,242164543,5308364,COC1=CC=C(C=C1)NC(=O)C2=NN3C=CC=CC3=C2,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 2.5 Pct,
1274,242165364,2549475,CC(C)(C)C1=CC=C(C=C1)OCCN2C(=O)C3=CC=CC=C3C(=N2)C(=O)O,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 1.3 Pct,
1275,242170465,23581825,CCCCCCCCCOC1=CC2=C(C=C1)NC=C2CCN.Cl,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 50.0 Pct,
1276,242171039,664538,CC1=NN2C=NC3=C(C2=N1)C=NN3C4=CC=CC=C4,Unspecified,,,,,Inhibition,=,15.5,%,Average; N=2,
1277,242178003,2221997,COC1=CC=CC(=C1)N2C(=NN=N2)S(=O)(=O)C,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 19.7 Pct,
1278,242180334,5351954,CC1=CC2=CC3=C(NC(=O)NC3=O)N=C2C=C1C,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 26.4 Pct,
1279,242182229,23581819,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=S.O.Cl,Unspecified,,,,,Inhibition,=,2.33,%,Average; N=2,
1280,242182402,866407,CC(C)NC1=C2C=NN(C2=NC=N1)C3=CC=C(C=C3)Cl,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 8.3 Pct,
1281,242182821,4201,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,Unspecified,,,,,Inhibition,=,14.68,%,Average; N=2,
1282,242183019,5236119,C1=CC(=CC=C1NC2=CC=NC=C2)NC(=O)C3=C(C=C(C=C3)NC4=C5C=C(C=CC5=NC=C4)[N+](=O)[O-])[N+](=O)[O-],Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 20.9 Pct,
1283,242183740,65057,C1=CC=C(C=C1)C2=C(C2=O)C3=CC=CC=C3,Unspecified,,,,,Inhibition,=,-9.91,%,Average; N=2,
1284,242183929,669397,CCOC1=CC=C(C=C1)C(=O)NCCC2=CC=CC=C2,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 11.2 Pct,
1285,242186988,165528,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O.O,Unspecified,,,,,Inhibition,=,8.23,%,Average; N=2,
1286,242192210,562945,CCCCC1=CC=C(C=C1)S(=O)(=O)NC2=NOC(=C2)C,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 7.7 Pct,
1287,242192446,696714,C1=CC2=C(C=CC3=C2C(=C1)C(=O)N3)CNC(=O)C4=CC=CS4,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 5.9 Pct,
1288,242194449,176015,CN1CCN(CC1)C2=C(C=C3C4=C2SCCN4C=C(C3=O)C(=O)O)F.Cl,Active,,,,2.5,MIC,=,2500,nM,Median N= 2,
1289,242197975,4532204,C1=CC(=CC=C1C(=O)NC2=CC=C(C=C2)NC3=CC=NC=C3)NC4=C5C=C(C=CC5=NC=C4)[N+](=O)[O-],Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 15.2 Pct,
1290,242201928,3003,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,Unspecified,,,,,Inhibition,=,-13.77,%,Average; N=2,Outside typical range
1291,242202065,224644,C1CCNC(C1)C(C2=CC(=NC3=CC=CC=C32)C4=CC=C(C=C4)Cl)O,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 28.6 Pct,
1292,242206580,6604561,CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N.CS(=O)(=O)O,Unspecified,,,,,Inhibition,=,11.22,%,Average; N=2,
1293,242206751,44143209,CN(C)CCCNC(=O)C1=CC=C(C=C1)C2=CC(=C3C(=C2)C=CC=N3)O,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 13.3 Pct,
1294,242207269,15997213,CCN1CCN(CC1)CC2=NC3=C(C=C(C=C3)[N+](=O)[O-])C(=O)N2C4=CC=CC=C4F,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 11.1 Pct,
1295,242208055,216284,CC1CCC[C@@H](CCCCCC2=C(C(=CC(=C2)O)O)C(=O)O1)O,Unspecified,,,,,Inhibition,=,10.2,%,Average; N=2,
1296,242209296,660012,C1=CC=C(C=C1)CNC2=C3C=NN(C3=NC=N2)C4=CC=CC=C4,Unspecified,,,,,Inhibition,=,7.54,%,Average; N=2,
1297,242211435,659069,C1CCN(CC1)CCN2C(=C(C3=NC4=CC=CC=C4N=C32)C(=O)NCC5=CC=CO5)N,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 11.7 Pct,
1298,242212383,4880385,CCOC1=CC=CC=C1NC(C)C(=O)NC2=C(C=CC(=C2)C(F)(F)F)N3CCOCC3,Unspecified,,,,,Inhibition,=,15.12,%,Average; N=2,
1299,242214737,16682542,CCO.C1=CC=C2C=C(C=CC2=C1)SC3=CC4=C(C=C3)N=C(N=C4N)N,Active,,,,0.1563,MIC,=,156.3,nM,Median N= 2; Range 0.3125 - 0.1563  Um,
1300,242216372,23581811,C1CC1CN2CC[C@]34[C@@H]5C6=C(C[C@]3(C2CC7=C4C(=C(C=C7)O)O5)O)C8=CC=CC=C8N6.O.Cl,Unspecified,,,,,Inhibition,=,-20.11,%,Average; N=2,Outside typical range
1301,242216551,255871,C1=CC(=C(C=C1NC(=O)NC2=NC=C(C=C2)[N+](=O)[O-])Cl)Cl,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 25.2 Pct,
1302,242218243,52210,CC1=CC2=C(C=C1C)N=C(N2)CS,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 10.9 Pct,
1303,242218744,2891360,CCC(C(=O)NC1=NN=C(S1)C)SC2=NC3=CC=CC=C3O2,Unspecified,,,,,Inhibition,=,-13.91,%,Average; N=2,Outside typical range
1304,242220856,100520,C1=CN=CN=C1SC2=NC=C(S2)[N+](=O)[O-],Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 30.2 Pct,
1305,242223042,135412648,C1=CC=C2C(=C1)N=C3C=CC=C(C3=N2)O,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 23.9 Pct,
1306,242225066,54705052,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3.O,Unspecified,,,,,Inhibition,=,15.17,%,Average; N=2,
1307,242227196,339983,C1=CC(=CC(=C1)[N+](=O)[O-])C2=C(N3C=CC=NC3=N2)N=O,Active,,,,0.3125,MIC,=,312.5,nM,Median N= 2,
1308,242229038,2113979,CC1=C(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)CC(=O)O,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 8.6 Pct,
1309,242231472,7019465,COC1=C2C(=CC(=C1F)F)C(=O)C(=CN2C3CC3)C(=O)O,Unspecified,,,,20,MIC,=,20000,nM,Median N= 2,
1310,242232415,3570131,C1=CC(=CC(=C1)O)C(C2=C(C3=C(C=CC=N3)C=C2)O)NC4=NC=CS4,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 5.5 Pct,
1311,242234230,10523324,CC(C)N1C=NC2=C(N=C(N=C21)NCC3=CC=CC=C3)NCC4=CC=CC=C4,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 5.2 Pct,
1312,242240256,517573,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.[K+],Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 15.8 Pct,
1313,242245182,652987,CS(=O)(=O)CC1=NC2=CC=CC=C2OC1=O,Unspecified,,,,,Inhibition,=,30.23,%,Average; N=2,
1314,242246145,39859,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O.CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O.OS(=O)(=O)O,Unspecified,,,,,Inhibition,=,8.55,%,Average; N=2,
1315,242247647,3712088,CC1CN(CC(O1)C)C2=NC=NC3=C2C(=CN3C4=CC=C(C=C4)F)C5=CC=CC=C5,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 7.0 Pct,
1316,242252375,25105722,C1=CC=C2C(=C1)C=CC=C2CNC(=O)C3=CC=CS3,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 8.2 Pct,
1317,242253943,6435921,C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.C(=C\C(=O)O)\C(=O)O,Unspecified,,,,,Inhibition,=,0.49,%,Average; N=2,
1318,242263335,82498,CC(C)(C)C1=CC=C(C=C1)OC2=CC=C(C=C2)N,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 12.2 Pct,
1319,242267627,352078,C1=NN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 15.6 Pct,
1320,242268681,265354,CC1=CC=CC=C1NC(=O)NCCN2CC2,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 14.4 Pct,
1321,242270099,72111,C[C@H]1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(OC=C[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C,Unspecified,,,,0.0781,MIC,<=,78.1,nM,Median N= 2,
1322,242271862,1055931,C1CN(CCN1C2=CC=C(C=C2)NC(=O)C3=CC4=C(C=C3)OCO4)C(=O)C5=CC=CC=C5,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 10.7 Pct,
1323,242273397,675786,C1=CC2=C(C=CC(=C2N=C1)O)CO,Unspecified,,,,,MIC,>,32,ug.mL-1,Median N= 2; Maxinhib 31.3 Pct,
1324,242275455,5281064,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.C(=C/C(=O)O)\C(=O)O,Unspecified,,,,,Inhibition,=,7.74,%,Average; N=2,
1325,242278240,8392433,COC1=CC=C(C=C1)SCC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 4.0 Pct,
1326,242284143,248381,CC(C)C1=CC2=C(C=C1)C3(CCCC(C3CC2)(C)CN)C.C1=CC=C(C=C1)C(=O)O,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 30.0 Pct,
1327,242287900,4532276,CC(C)CC(C)NNC(=O)C1=CC2=CC=CC=C2N1,Unspecified,,,,,Inhibition,=,-8.06,%,Average; N=2,
1328,242289235,82533,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC3=C2N=CC=C3,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 14.2 Pct,
1329,242289239,275363,C1=CC2=C(C=CC(=C2N=C1)O)C=O,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 18.5 Pct,
1330,242289657,240876,CC1=CN=C(NC1=O)SCC2=C(C=C(C=C2)Cl)Cl,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 22.4 Pct,
1331,242290256,18528119,C[C@@H]1CN(C[C@@H](N1)C)CCCN2C3=CC=CC=C3C4=CC=CC=C42.O.Cl,Unspecified,,,,,Inhibition,=,5.93,%,Average; N=2,
1332,242290557,520491,CC(=NNC1=NC=NC2=C1NC=N2)C,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 22.1 Pct,
1333,242290856,23581817,CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)O)Br.Br,Unspecified,,,,,Inhibition,=,3.68,%,Average; N=2,
1334,242291508,135452472,C1=CC2=C(NC(=C2C=C1)O)N=C3N=C4C=CC=CC4=N3,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 14.7 Pct,
1335,242295753,3034554,CN1C2=C(C(=S)N(C1=O)C)NC(=N2)SCCN3CCCC3,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 29.6 Pct,
1336,242299702,3252484,C1=CC(=C(C=C1[N+](=O)[O-])C(=O)O)C(=O)NNC(=O)C2=CC=NC=C2,Unspecified,,,,,Inhibition,=,30.83,%,Average; N=2,
1337,242299766,54678166,C1CN2C3=C1C=CC=C3C(=C(C2=O)C(=O)NC4=CN=CC=C4)O,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 8.9 Pct,
1338,242304394,54679406,C[C@@]1(C2CC3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCCC5)N(C)C)O,Unspecified,,,,,Inhibition,=,23.2,%,Average; N=2,
1339,242304421,751739,C1CCC2=C(C1)C(=C3C4=C(CCCC4)SC3=N2)N,Unspecified,,,,,Inhibition,=,6.99,%,Average; N=2,
1340,242304549,1486255,C1=CC=C(C=C1)N2C(=O)C=C(C(=N2)C(=O)NC3=CC=C(C=C3)F)Cl,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 13.2 Pct,
1341,242304813,11958426,CCCC(C)NNC(=O)C1=CC2=CC=CC=C2N1,Unspecified,,,,,Inhibition,=,2.06,%,Average; N=2,
1342,242310517,11970251,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,Unspecified,,,,,Inhibition,=,10.2,%,Average; N=2,
1343,242316133,19849157,COC1=CC(=C(C=C1C(=O)NC2CN3CCC2CC3)Cl)N.O.Cl,Unspecified,,,,,Inhibition,=,-3.02,%,Average; N=2,
1344,242317421,423349,CCOC(=O)N1CCN(CC1)C2=CC=C(C=C2)Cl,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 6.0 Pct,
1345,242318088,23581796,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](C=C(C1)C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 26.1 Pct,
1346,242322412,3918849,COC1=CC(=CC(=C1)NC(=O)CN2C(=O)C(NC2=O)(C3=CC=CC=C3)C4=CC=CC=C4)OC,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 12.2 Pct,
1347,242324540,3003822,CCOC(=O)/C(=C/1\SS/C(=C(\C(=O)OCC)/C#N)/S1)/C#N,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 27.6 Pct,
1348,242325186,745769,C1=CC2=NC(=CN2C=C1)C3=CC=C(C=C3)Cl,Unspecified,,,,,Inhibition,=,13.75,%,Average; N=2,
1349,242326623,2804888,C1=CN(C=C1)C2=CC=C(C=C2)NS(=O)(=O)C3=CC(=C(C=C3)Cl)Cl,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib -0.8 Pct,
1350,242328736,894115,C1=CC2=C(C(=C1)S(=O)(=O)NC3=CC=C(C=C3)O)N=CC=C2,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib -23.3 Pct,
1351,242330150,6419992,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N.Cl,Unspecified,,,,,Inhibition,=,13.98,%,Average; N=2,
1352,242330438,2839622,CCOC(=O)C1=C(OC(=C(C1C2=CC=CS2)C#N)N)C,Unspecified,,,,,Inhibition,=,8.64,%,Average; N=2,
1353,242332460,2415319,C1CC2=C(C1)SC3=C2C(=NC=N3)SC4=CC=CC=C4C(=O)O,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 6.0 Pct,
1354,242335213,2083510,C1CN(CCN1C2=CC=CC=C2)C(=O)C3=CC(=O)NC4=CC=CC=C43,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 13.7 Pct,
1355,242339447,9207941,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)N2CCC2,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 14.2 Pct,
1356,242340909,2340492,C1=CC=C2C(=C1)C=C(C(=O)O2)C(=O)NCCC3=CNC4=CC=CC=C43,Unspecified,,,,,Inhibition,=,13.99,%,Average; N=2,
1357,242346151,259755,C1=CC=C(C=C1)C2=NN=C(O2)C3=CC(=CC=C3)Cl,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 11.1 Pct,
1358,242348708,24981186,CC1=NC(=CC=C1)NC(=O)C2=C(C=CC(=C2)S(=O)(=O)N(C)C3=CC=C(C=C3)F)Cl,Unspecified,,,,,Inhibition,=,12.32,%,Average; N=2,
1359,242351924,760357,CCCN1C2=CC=CC=C2N=C1CNC3=CC=CC=C3O,Unspecified,,,,,Inhibition,=,17.07,%,Average; N=2,
1360,242356190,9912,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CN(C)CCO)O.C1=CC(=CN=C1)C(=O)O,Unspecified,,,,,Inhibition,=,15.77,%,Average; N=2,
1361,242356286,23581800,CN(C)CCCSC1=CC=CC=C1NC(=O)/C=C/C2=CC=CC=C2.O.Cl,Unspecified,,,,,Inhibition,=,14.82,%,Average; N=2,
1362,242356358,1158563,CC1=CC(=C(C=C1)OC)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N3CCCCC3,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib -0.4 Pct,
1363,242358823,247228,C1=CC=C2C(=C1)NC(=N2)C3=CC(=CC=C3)NC(=O)C4=CC=C(C=C4)C(=O)NC5=CC=CC(=C5)C6=NC7=CC=CC=C7N6,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 31.2 Pct,
1364,242362776,3000792,C1CC(OC1)N2C=NC3=C2NC=NC3=S,Unspecified,,,,10,MIC,>,10000,nM,Median N= 2; Maxinhib 9.8 Pct,
1365,242362810,610864,C1=CC=C2C(=C1)C=CC=C2C3=CC(=O)NN3,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 13.7 Pct,
1366,242363790,23704143,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].O.[Na+],Active,,,,1.25,MIC,=,1250,nM,Median N= 2,
